xData0, data0, errData0, xTheory0, theory0
-0.00996093765, -0.224580213, 0.00603289862, -0.000195312503, 0.193212733
0.0291015629, 0.21040985, 0.00427376258, 0.00468750007, 0.194026694
0.0681640635, 0.201756537, 0.00433104978, 0.00957031264, 0.194805503
0.107226564, 0.199177697, 0.00438488596, 0.0144531252, 0.195548549
0.146289065, 0.199569821, 0.00443953255, 0.0193359378, 0.196255207
0.185351565, 0.1930179, 0.00446345421, 0.0242187504, 0.19692491
0.224414066, 0.18342407, 0.00456908628, 0.0291015629, 0.197557122
0.263476566, 0.177303329, 0.00459439476, 0.0339843755, 0.198151335
0.302539067, 0.176049426, 0.00462323903, 0.0388671881, 0.198707059
0.341601568, 0.162190959, 0.00469885868, 0.0437500007, 0.199223861
0.380664068, 0.145341843, 0.00477602958, 0.0486328132, 0.199701339
0.419726569, 0.15211992, 0.00482237486, 0.0535156258, 0.20013912
0.458789069, 0.139160573, 0.00487633353, 0.0583984384, 0.200536877
0.49785157, 0.128851801, 0.00493562303, 0.0632812509, 0.200894296
0.536914071, 0.106217191, 0.0050246319, 0.0681640635, 0.201211125
0.575976571, 0.105821297, 0.00507059353, 0.0730468761, 0.201487139
0.615039072, 0.0952167213, 0.00515999285, 0.0779296887, 0.201722145
0.654101572, 0.0925120041, 0.00522228756, 0.0828125012, 0.201915994
0.693164073, 0.0757614598, 0.00524972702, 0.0876953138, 0.202068582
0.732226573, 0.0695229098, 0.00537464274, 0.0925781264, 0.202179819
0.771289074, 0.0789308473, 0.00537392919, 0.097460939, 0.202249676
0.810351575, 0.0678314269, 0.00541806738, 0.102343752, 0.202278152
0.849414075, 0.0608854629, 0.0055221227, 0.107226564, 0.202265278
0.888476576, 0.0569282919, 0.00557693251, 0.112109377, 0.202211142
0.927539076, 0.0499265641, 0.00562096337, 0.116992189, 0.202115849
0.966601577, 0.0432805195, 0.00571249264, 0.121875002, 0.201979533
1.00566408, 0.0521629602, 0.0057288131, 0.126757814, 0.201802403
1.04472658, 0.0415646099, 0.00581863319, 0.131640627, 0.201584667
1.08378908, 0.0364601053, 0.00588090029, 0.13652344, 0.201326594
1.12285158, 0.0460054427, 0.00588090999, 0.141406252, 0.201028466
1.16191408, 0.0442219079, 0.00594510515, 0.146289065, 0.200690627
1.20097658, 0.037864238, 0.0060154919, 0.151171877, 0.200313419
1.24003908, 0.0297506675, 0.006086672, 0.15605469, 0.199897259
1.27910158, 0.0544330999, 0.00610957084, 0.160937502, 0.199442551
1.31816408, 0.0604370311, 0.00610021953, 0.165820315, 0.198949784
1.35722658, 0.0534470119, 0.00618195349, 0.170703128, 0.198419452
1.39628908, 0.0609697066, 0.00623992887, 0.17558594, 0.19785206
1.43535158, 0.064839825, 0.0062630356, 0.180468753, 0.197248176
1.47441408, 0.0674232841, 0.00636645408, 0.185351565, 0.196608379
1.51347659, 0.0755829364, 0.00635912236, 0.190234378, 0.195933282
1.55253909, 0.0810793638, 0.0064457247, 0.19511719, 0.19522354
1.59160159, 0.101658925, 0.00642919448, 0.200000003, 0.194479808
1.63066409, 0.0895364583, 0.00653976629, 0.204882816, 0.193702787
1.66972659, 0.107451908, 0.0065288017, 0.209765628, 0.192893192
1.70878909, 0.12304002, 0.00657785162, 0.214648441, 0.192051753
1.74785159, 0.118455723, 0.00663000578, 0.219531253, 0.191179246
1.78691409, 0.122810535, 0.0066491957, 0.224414066, 0.190276444
1.82597659, 0.107325427, 0.00675366238, 0.229296878, 0.189344153
1.86503909, 0.108027987, 0.00680139267, 0.234179691, 0.188383222
1.90410159, 0.119710408, 0.00683792638, 0.239062504, 0.18739447
1.94316409, 0.124947518, 0.00692994844, 0.243945316, 0.186378747
1.98222659, 0.125810698, 0.00695161275, 0.248828129, 0.185336947
2.02128909, 0.126886383, 0.0070231418, 0.253710941, 0.18426995
2.06035159, 0.11889486, 0.00712832072, 0.258593754, 0.183178663
2.09941409, 0.127027944, 0.00720934404, 0.263476566, 0.182063982
2.13847659, 0.118537903, 0.00728915007, 0.268359379, 0.180926844
2.17753909, 0.105905227, 0.00734442104, 0.273242192, 0.17976819
2.2166016, 0.106940329, 0.00740921444, 0.278125004, 0.178588957
2.2556641, 0.102957077, 0.00755456185, 0.283007817, 0.177390084
2.2947266, 0.104686692, 0.00756880696, 0.287890629, 0.176172525
2.3337891, 0.101736784, 0.00764632726, 0.292773442, 0.174937248
2.3728516, 0.112611897, 0.00769011912, 0.297656254, 0.173685223
2.4119141, 0.0858330429, 0.00783517338, 0.302539067, 0.172417402
2.4509766, 0.0820831284, 0.00790763286, 0.30742188, 0.171134755
2.4900391, 0.0665228069, 0.0079957147, 0.312304692, 0.169838235
2.5291016, 0.0746757612, 0.00812447965, 0.317187505, 0.16852884
2.5681641, 0.0864599794, 0.00813662046, 0.322070317, 0.167207509
2.6072266, 0.0601763055, 0.00826665384, 0.32695313, 0.165875196
2.6462891, 0.0546751656, 0.00830318061, 0.331835942, 0.16453287
2.6853516, 0.0707364306, 0.00836209513, 0.336718755, 0.163181484
2.7244141, 0.0453328341, 0.0085179863, 0.341601568, 0.161821961
2.7634766, 0.0494905189, 0.00856111302, 0.34648438, 0.160455242
2.8025391, 0.0449990667, 0.00866833057, 0.351367193, 0.159082279
2.8416016, 0.0491686948, 0.00879442141, 0.356250005, 0.157703951
2.88066411, 0.0607424788, 0.00884030608, 0.361132818, 0.156321198
2.91972661, 0.0438535325, 0.00884102268, 0.36601563, 0.154934898
2.95878911, 0.0449929461, 0.0090311407, 0.370898443, 0.153545931
2.99785161, 0.0651420727, 0.00908556468, 0.375781256, 0.152155176
3.03691411, 0.0607937016, 0.00912805234, 0.380664068, 0.150763482
3.07597661, 0.0618390068, 0.00926432408, 0.385546881, 0.149371713
3.11503911, 0.0479385704, 0.00939786996, 0.390429693, 0.14798066
3.15410161, 0.0635425076, 0.00949531285, 0.395312506, 0.146591172
3.19316411, 0.0581169315, 0.00953732883, 0.400195318, 0.145204023
3.23222661, 0.0560919605, 0.00961753443, 0.405078131, 0.143819988
3.27128911, 0.0694471598, 0.00968116448, 0.409960944, 0.142439842
3.31035161, 0.0652428269, 0.00976401666, 0.414843756, 0.141064301
3.34941411, 0.0746338516, 0.00976059197, 0.419726569, 0.139694124
3.38847661, 0.0607318282, 0.00987148886, 0.424609381, 0.138329983
3.42753911, 0.0696096495, 0.0100100057, 0.429492194, 0.136972576
